,아이디,맥주,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
226,rakkasan(142),Bavaria 8.6 (Original),"January 6, 2010",2.0,4,2,4,2,8
227,"pivnizub(12,312)",Bavaria 8.6 (Original),"December 19, 2009",2.4,4,2,5,3,10
228,"madmitch76(33,405)",Bavaria 8.6 (Original),"November 14, 2009",2.5,5,3,5,3,9
229,angrybeerman(259),Bavaria 8.6 (Original),"September 4, 2009",1.6,3,3,3,2,5
230,lgklotet(437),Bavaria 8.6 (Original),"August 14, 2009",1.2,1,1,3,2,5
231,"gunnar(13,549)",Bavaria 8.6 (Original),"July 29, 2009",1.5,3,4,3,1,4
232,"Dedollewaitor(19,155)",Bavaria 8.6 (Original),"July 10, 2009",2.2,6,4,3,2,7
233,"DeanF(7,797)",Bavaria 8.6 (Original),"June 30, 2009",1.8,3,3,4,2,6
234,"mabel(11,183)",Bavaria 8.6 (Original),"June 2, 2009",2.2,5,3,5,2,7
235,bozoNZ(786),Bavaria 8.6 (Original),"May 8, 2009",2.4,4,4,5,2,9
236,"mkel07(8,991)",Bavaria 8.6 (Original),"April 1, 2009",3.2,7,3,7,3,12
237,"liinis(1,771)",Bavaria 8.6 (Original),"February 27, 2009",2.5,4,3,6,3,9
238,"funcut(1,208)",Bavaria 8.6 (Original),"February 5, 2009",1.3,2,3,2,2,4
239,as(184),Bavaria 8.6 (Original),"January 27, 2009",1.8,3,3,3,2,7
240,"DerWeg(2,156)",Bavaria 8.6 (Original),"January 25, 2009",2.5,5,3,6,3,8
241,"Gethinbeer(2,452)",Bavaria 8.6 (Original),"December 18, 2008",1.9,3,1,5,3,7
242,"Skinnyviking(11,350)",Bavaria 8.6 (Original),"October 27, 2008",2.6,5,3,5,3,10
243,"Palidor19(3,213)",Bavaria 8.6 (Original),"October 11, 2008",2.1,4,2,4,3,8
244,"janubio(1,522)",Bavaria 8.6 (Original),"September 24, 2008",2.3,5,2,4,2,10
246,cellar(508),Bavaria 8.6 (Original),"July 13, 2008",1.7,4,3,3,1,6
247,"patricks110(2,897)",Bavaria 8.6 (Original),"July 1, 2008",2.3,4,3,6,3,7
248,"robinvboyer(6,132)",Bavaria 8.6 (Original),"June 13, 2008",0.9,2,2,1,1,3
249,"note666(1,472)",Bavaria 8.6 (Original),"April 17, 2008",1.9,3,2,4,2,8
250,"blankboy(9,000)",Bavaria 8.6 (Original),"March 25, 2008",1.2,1,2,3,2,4
251,"garthicus(3,025)",Bavaria 8.6 (Original),"March 20, 2008",1.3,3,2,2,2,4
252,borisz(416),Bavaria 8.6 (Original),"March 8, 2008",1.2,3,2,2,2,3
253,"TrefwoordPunk(1,435)",Bavaria 8.6 (Original),"February 9, 2008",3.3,7,2,8,2,14
254,"madquacker(1,189)",Bavaria 8.6 (Original),"January 20, 2008",1.2,3,2,3,1,3
255,"oh6gdx(26,481)",Bavaria 8.6 (Original),"December 20, 2007",1.5,3,2,3,2,5
257,"yngwie(19,287)",Bavaria 8.6 (Original),"November 1, 2007",2.0,4,3,4,2,7
258,"Papsoe(25,043)",Bavaria 8.6 (Original),"October 7, 2007",2.2,5,3,4,2,8
259,"heavy(2,948)",Bavaria 8.6 (Original),"November 23, 2007",2.7,5,4,5,2,11
260,"Bullit(6,095)",Bavaria 8.6 (Original),"August 26, 2007",1.9,4,3,3,2,7
261,"faroeviking(13,765)",Bavaria 8.6 (Original),"July 30, 2007",2.0,3,3,4,3,7
262,"johndoughty(6,759)",Bavaria 8.6 (Original),"July 22, 2007",3.6,7,5,7,4,13
264,wilderthanyou(758),Bavaria 8.6 (Original),"May 23, 2007",2.9,7,3,7,3,9
265,"berkshirejohn(8,420)",Bavaria 8.6 (Original),"May 3, 2007",2.3,2,3,5,2,11
266,"mike_77(10,848)",Bavaria 8.6 (Original),"March 22, 2007",2.8,4,3,6,3,12
269,"SudsMcDuff(8,568)",Bavaria 8.6 (Original),"November 14, 2006",2.5,4,3,6,2,10
270,"SHIG(8,146)",Bavaria 8.6 (Original),"October 27, 2006",2.0,3,2,5,3,7
271,"Slayer85(1,051)",Bavaria 8.6 (Original),"October 7, 2006",0.8,2,1,2,1,2
273,Sanchex(224),Bavaria 8.6 (Original),"September 25, 2006",1.6,3,3,3,2,5
274,"bluevegie(3,073)",Bavaria 8.6 (Original),"September 21, 2006",2.2,4,3,4,2,9
275,"HogTownHarry(8,799)",Bavaria 8.6 (Original),"September 16, 2006",1.1,1,2,3,1,4
276,"altonbrownd(5,921)",Bavaria 8.6 (Original),"September 10, 2006",1.9,2,2,4,2,9
277,"Saarlander(1,686)",Bavaria 8.6 (Original),"August 17, 2006",1.0,2,2,2,1,3
278,"Mungo(2,470)",Bavaria 8.6 (Original),"July 29, 2006",1.7,2,3,2,2,8
279,"Dickinsonbeer(5,073)",Bavaria 8.6 (Original),"July 28, 2006",1.4,3,2,3,1,5
280,"Nekronos(4,624)",Bavaria 8.6 (Original),"July 21, 2006",2.9,6,3,6,3,11
283,yarry(528),Bavaria 8.6 (Original),"May 12, 2006",1.5,4,2,3,2,4
284,"GRM(5,755)",Bavaria 8.6 (Original),"April 26, 2006",2.1,3,3,5,2,8
285,"DuffMan(10,981)",Bavaria 8.6 (Original),"April 15, 2006",1.4,3,2,2,1,6
286,"maupie(2,423)",Bavaria 8.6 (Original),"March 5, 2006",2.4,4,3,4,3,10
287,JRHBrew(367),Bavaria 8.6 (Original),"February 18, 2006",1.7,3,2,4,2,6
288,"Quinten(1,061)",Bavaria 8.6 (Original),"January 6, 2006",1.4,3,2,3,2,4
289,"scotty(1,369)",Bavaria 8.6 (Original),"January 4, 2006",2.6,4,4,6,3,9
290,"DonMagi(5,592)",Bavaria 8.6 (Original),"November 29, 2005",0.5,1,1,1,1,1
292,"Crit(4,523)",Bavaria 8.6 (Original),"October 12, 2005",2.6,5,3,5,2,11
294,"Gorbalev(3,000)",Bavaria 8.6 (Original),"May 25, 2005",1.5,3,1,4,1,6
295,"jercraigs(13,413)",Bavaria 8.6 (Original),"May 13, 2005",2.5,3,5,5,2,10
296,"GregClow(3,402)",Bavaria 8.6 (Original),"May 12, 2005",2.3,5,2,5,2,9
297,"Tejas(1,020)",Bavaria 8.6 (Original),"May 6, 2005",4.0,7,4,8,4,17
298,"radiomgb(2,686)",Bavaria 8.6 (Original),"April 2, 2005",1.8,4,3,3,2,6
299,iambeer(255),Bavaria 8.6 (Original),"March 1, 2005",2.8,3,3,7,3,12
300,"BeerPrince(1,701)",Bavaria 8.6 (Original),"February 25, 2005",1.4,4,2,2,2,4
301,"pintbypint(4,303)",Bavaria 8.6 (Original),"December 5, 2004",2.5,4,3,5,3,10
302,YK23(465),Bavaria 8.6 (Original),"January 6, 2005",2.7,5,4,4,4,10
303,dornoy(701),Bavaria 8.6 (Original),"October 11, 2004",2.5,5,3,5,3,9
304,"IPFreely(1,470)",Bavaria 8.6 (Original),"September 29, 2004",1.4,3,2,3,1,5
305,dirkules(629),Bavaria 8.6 (Original),"September 26, 2004",1.4,2,2,3,2,5
306,"leaparsons(12,356)",Bavaria 8.6 (Original),"September 25, 2004",2.6,5,3,5,3,10
307,"Marko(10,282)",Bavaria 8.6 (Original),"February 11, 2006",2.5,5,3,5,2,10
308,"Ungstrup(46,673)",Bavaria 8.6 (Original),"September 11, 2004",2.3,5,3,4,3,8
309,"Hildigöltur(5,102)",Bavaria 8.6 (Original),"September 7, 2004",1.4,2,2,3,2,5
311,"vanvenlo(2,394)",Bavaria 8.6 (Original),"August 31, 2004",2.7,4,3,6,3,11
312,"Lunkie(2,494)",Bavaria 8.6 (Original),"August 31, 2004",2.6,2,4,6,3,11
313,"Choos(1,284)",Bavaria 8.6 (Original),"August 31, 2004",2.8,4,3,6,3,12
314,"shrubber85(13,167)",Bavaria 8.6 (Original),"November 19, 2006",2.2,3,4,4,4,7
316,"OlJuntan64(1,264)",Bavaria 8.6 (Original),"July 26, 2004",2.0,4,3,4,2,7
317,BrockLanders(780),Bavaria 8.6 (Original),"June 30, 2004",2.5,5,4,5,2,9
318,"Crockett(1,164)",Bavaria 8.6 (Original),"June 30, 2004",2.3,5,4,4,2,8
319,"pootzboy(1,992)",Bavaria 8.6 (Original),"January 7, 2005",2.6,5,3,5,2,11
320,sleepdirt(169),Bavaria 8.6 (Original),"April 5, 2004",2.0,3,3,3,2,9
321,"MrManning(2,009)",Bavaria 8.6 (Original),"March 30, 2004",1.3,2,2,2,2,5
322,"tiggmtl(4,542)",Bavaria 8.6 (Original),"March 6, 2004",1.3,2,2,3,2,4
323,"OKBeer(1,175)",Bavaria 8.6 (Original),"December 1, 2003",1.0,3,2,1,1,3
324,"omhper(30,800)",Bavaria 8.6 (Original),"September 20, 2003",1.4,2,2,3,2,5
325,lasonovich(151),Bavaria 8.6 (Original),"August 21, 2003",3.3,7,4,7,3,12
326,"TipsyMcStager(1,140)",Bavaria 8.6 (Original),"August 13, 2003",2.5,5,4,4,2,10
327,wnp22(698),Bavaria 8.6 (Original),"July 16, 2003",2.7,6,3,5,3,10
328,"RichardGretton(5,303)",Bavaria 8.6 (Original),"June 24, 2003",3.4,7,3,7,3,14
329,CEZ(416),Bavaria 8.6 (Original),"June 9, 2003",1.6,4,2,3,3,4
330,nigos(631),Bavaria 8.6 (Original),"May 28, 2003",1.8,3,4,2,2,7
331,"RobBestwick(1,238)",Bavaria 8.6 (Original),"May 28, 2003",2.7,6,4,5,3,9
332,"bierkoning(17,867)",Bavaria 8.6 (Original),"March 27, 2003",2.3,5,2,5,3,8
333,"Mads Langtved(2,240)",Bavaria 8.6 (Original),"March 2, 2003",1.4,1,2,3,3,5
334,"SilkTork(6,892)",Bavaria 8.6 (Original),"March 23, 2018",2.8,3,3,3,3,16
335,"Boystout(1,000)",Bavaria 8.6 (Original),"March 1, 2003",2.3,1,4,6,2,10
337,"Kåstå(1,273)",Bavaria 8.6 (Original),"January 14, 2003",2.3,5,4,4,2,8
338,"CapFlu(5,136)",Bavaria 8.6 (Original),"January 12, 2003",1.1,1,1,1,2,6
339,"Cartoonkhaki(1,380)",Bavaria 8.6 (Original),"January 12, 2003",0.6,2,1,1,1,1
340,"ogivlado(11,549)",Bavaria 8.6 (Original),"December 21, 2002",1.9,3,2,4,2,8
341,Donatas(188),Bavaria 8.6 (Original),"December 19, 2002",3.3,6,2,6,3,16
342,Nagash(207),Bavaria 8.6 (Original),"December 19, 2002",1.9,4,3,3,2,7
343,"skortila(6,537)",Bavaria 8.6 (Original),"December 18, 2002",2.7,6,2,6,2,11
344,"presario(4,914)",Bavaria 8.6 (Original),"March 20, 2008",2.5,4,3,5,3,10
347,"jerohen(2,619)",Bavaria 8.6 (Original),"February 22, 2003",2.8,6,3,5,3,11
348,"Nate(4,279)",Bavaria 8.6 (Original),"November 3, 2002",1.6,2,3,3,3,5
349,"caesar(7,642)",Bavaria 8.6 (Original),"November 2, 2002",1.6,3,2,4,2,5
350,"duff(5,483)",Bavaria 8.6 (Original),"August 21, 2002",0.6,1,1,1,1,2
351,"DougShoemaker(3,146)",Bavaria 8.6 (Original),"June 27, 2002",2.2,5,2,5,2,8
352,"daboskabouter(1,469)",Bavaria 8.6 (Original),"April 13, 2002",0.9,2,2,2,1,2
353,"jbrus(4,987)",Bavaria 8.6 (Original),"March 2, 2002",2.6,6,4,5,2,9
354,"Radek Kliber(7,921)",Bavaria 8.6 (Original),"February 24, 2002",1.4,2,3,3,1,5
355,"Oakes(25,346)",Bavaria 8.6 (Original),"December 22, 2001",0.5,1,1,1,1,1
356,P-tor44(886),Bavaria 8.6 (Original),"September 21, 2001",1.6,3,2,4,1,6
358,DJH-Bird99(207),Bavaria 8.6 (Original),"November 13, 2000",2.5,4,3,5,3,10
4,"tgrtnr(1,599)",Lapin Kulta IV A,"August 3, 2020",2.2,4,3,4,2,9
5,"TomHendriksen(4,139)",Lapin Kulta IV A,"April 27, 2020",3.4,7,3,7,4,13
6,"Inoven(2,315)",Lapin Kulta IV A,"April 28, 2020",3.5,6,3,7,4,15
7,"imdownthepub(20,517)",Lapin Kulta IV A,"November 3, 2019",2.5,5,4,4,3,9
8,"bdleedahl(4,069)",Lapin Kulta IV A,"October 10, 2019",3.5,7,3,7,3,15
10,"Lore(4,436)",Lapin Kulta IV A,"July 21, 2019",2.2,4,4,4,2,8
11,"lkowalkowski(1,318)",Lapin Kulta IV A,"July 20, 2019",2.5,4,3,5,3,10
12,"kingstoni(2,829)",Lapin Kulta IV A,"June 28, 2019",2.1,4,3,4,2,8
14,"caketm(3,306)",Lapin Kulta IV A,"June 25, 2019",2.2,4,2,4,2,10
15,PubRespek15(322),Lapin Kulta IV A,"June 18, 2019",2.7,3,3,6,3,12
16,"vladeath(1,850)",Lapin Kulta IV A,"November 20, 2019",2.4,5,2,5,2,10
19,"dantomlinson(1,455)",Lapin Kulta IV A,"May 9, 2019",2.2,4,3,4,3,8
21,"tricksta_p(9,129)",Lapin Kulta IV A,"May 3, 2019",2.0,3,2,4,3,8
23,"Suco(1,142)",Lapin Kulta IV A,"March 8, 2019",2.3,5,2,5,2,9
24,Drinking_77(308),Lapin Kulta IV A,"March 2, 2019",2.9,9,4,4,4,8
25,"Wendigo(3,371)",Lapin Kulta IV A,"January 25, 2019",2.2,4,2,5,2,9
27,"Thomas_W1(2,386)",Lapin Kulta IV A,"January 14, 2019",2.4,5,2,5,3,9
28,"KeefOz(3,106)",Lapin Kulta IV A,"December 30, 2018",1.8,3,3,3,3,6
30,"mithe(2,677)",Lapin Kulta IV A,"December 18, 2018",2.6,5,3,5,3,10
31,"kto(2,942)",Lapin Kulta IV A,"December 5, 2018",2.1,4,3,4,2,8
32,djcampbell(944),Lapin Kulta IV A,"December 4, 2018",2.6,5,2,6,3,10
33,"DocuDrinks(1,210)",Lapin Kulta IV A,"November 14, 2018",3.2,6,3,6,3,14
34,"Goldbarren(3,665)",Lapin Kulta IV A,"November 4, 2018",2.3,4,3,4,2,10
35,"sparta(2,208)",Lapin Kulta IV A,"October 31, 2018",2.7,5,3,5,3,11
37,bierwolf78(471),Lapin Kulta IV A,"July 7, 2018",2.0,3,3,3,2,9
38,"franclh(3,580)",Lapin Kulta IV A,"June 3, 2018",3.8,8,4,8,4,14
40,k_gadeberg(874),Lapin Kulta IV A,"May 12, 2018",1.8,4,4,3,2,5
41,"The_Osprey(10,573)",Lapin Kulta IV A,"April 20, 2018",2.1,3,4,3,3,8
42,"ComradeK(1,725)",Lapin Kulta IV A,"April 17, 2018",2.1,4,3,4,2,8
43,bewyder(601),Lapin Kulta IV A,"April 4, 2018",2.5,5,2,5,3,10
44,"RexTalionis(4,102)",Lapin Kulta IV A,"March 28, 2018",2.1,5,3,3,2,8
45,"Piepenhenrich(2,457)",Lapin Kulta IV A,"March 25, 2018",1.5,3,3,4,2,3
47,sccp1910(503),Lapin Kulta IV A,"March 18, 2018",3.1,6,3,6,3,13
48,"Calisky(4,319)",Lapin Kulta IV A,"March 18, 2018",2.2,4,3,4,2,9
50,"ShivanDragon(6,884)",Lapin Kulta IV A,"March 4, 2018",2.9,5,4,6,4,10
51,"ken1(3,614)",Lapin Kulta IV A,"January 25, 2018",2.2,4,3,4,2,9
52,futre7(339),Lapin Kulta IV A,"January 20, 2018",2.9,5,3,5,3,13
53,"Nurmis(1,820)",Lapin Kulta IV A,"January 6, 2018",2.6,5,3,5,3,10
54,"motthes(1,316)",Lapin Kulta IV A,"January 5, 2018",2.7,5,3,6,3,10
55,"martjoobolut(9,609)",Lapin Kulta IV A,"December 7, 2017",2.1,4,3,3,2,9
57,"thejackpacker(1,992)",Lapin Kulta IV A,"November 3, 2017",1.5,2,3,2,2,6
58,"BeerViking(7,237)",Lapin Kulta IV A,"October 23, 2017",2.3,4,3,5,2,9
59,"kraddel(10,779)",Lapin Kulta IV A,"September 22, 2017",3.4,6,3,6,3,16
60,"dchad56(1,101)",Lapin Kulta IV A,"July 19, 2017",2.1,4,3,4,2,8
61,"RW80(3,114)",Lapin Kulta IV A,"July 9, 2017",2.1,3,3,3,2,10
62,"josanguapo(4,071)",Lapin Kulta IV A,"June 22, 2017",2.8,5,2,6,3,12
63,"Rubin77(6,374)",Lapin Kulta IV A,"June 19, 2017",2.3,4,3,3,2,11
64,MarcoBasile(590),Lapin Kulta IV A,"June 7, 2017",2.0,3,2,4,3,8
65,"GoufCustom(2,895)",Lapin Kulta IV A,"May 25, 2017",3.3,7,3,7,3,13
66,"mice(2,028)",Lapin Kulta IV A,"May 23, 2017",1.8,3,4,3,2,6
67,Tezminator(313),Lapin Kulta IV A,"April 8, 2017",2.8,5,3,6,3,11
69,"rhoihessegold(6,370)",Lapin Kulta IV A,"December 18, 2016",2.0,4,3,4,3,6
70,"Fisler(1,827)",Lapin Kulta IV A,"October 17, 2016",1.2,3,2,3,2,2
71,"phfyysik(2,381)",Lapin Kulta IV A,"August 29, 2016",1.8,4,3,3,2,6
72,AnG_BrgNor(819),Lapin Kulta IV A,"August 13, 2016",2.2,4,3,5,2,8
73,Kobracai(214),Lapin Kulta IV A,"July 19, 2016",1.6,3,3,3,2,5
74,"budedou(1,529)",Lapin Kulta IV A,"June 30, 2016",2.4,3,2,5,3,11
76,"thellgren(1,817)",Lapin Kulta IV A,"June 8, 2016",1.7,3,2,3,2,7
77,"DraftDodger(4,608)",Lapin Kulta IV A,"May 27, 2016",2.1,4,2,4,3,8
78,Alex60(910),Lapin Kulta IV A,"April 14, 2016",2.8,5,3,6,3,11
80,"melush(9,720)",Lapin Kulta IV A,"March 23, 2016",1.7,2,3,2,2,8
81,"biir(2,738)",Lapin Kulta IV A,"March 13, 2016",2.7,5,3,6,2,11
82,"androman(2,998)",Lapin Kulta IV A,"January 31, 2016",1.4,3,2,3,2,4
83,"Piw(2,007)",Lapin Kulta IV A,"December 9, 2015",2.6,4,3,5,3,11
84,"corkyrory66(4,852)",Lapin Kulta IV A,"February 5, 2020",0.5,1,1,1,1,1
85,MrGrigg182(497),Lapin Kulta IV A,"November 29, 2015",1.5,4,2,3,1,5
86,"JaKeAFC(1,745)",Lapin Kulta IV A,"November 15, 2015",2.3,4,3,5,2,9
87,"nybol(3,808)",Lapin Kulta IV A,"October 12, 2015",2.9,5,3,7,3,11
88,"adamnowek(5,963)",Lapin Kulta IV A,"October 7, 2015",1.9,3,3,4,3,6
89,hens(806),Lapin Kulta IV A,"September 15, 2015",2.2,3,3,4,1,11
90,"erickok(6,033)",Lapin Kulta IV A,"September 11, 2015",3.1,5,3,6,5,12
91,"jamaty(2,548)",Lapin Kulta IV A,"August 9, 2015",2.0,4,3,4,2,7
92,"liinis(1,771)",Lapin Kulta IV A,"July 18, 2015",2.4,4,3,5,3,9
93,Achel(487),Lapin Kulta IV A,"July 2, 2015",2.3,5,2,4,2,10
95,"Alengrin(8,905)",Lapin Kulta IV A,"May 14, 2015",2.4,6,4,5,1,8
97,"YantarCoast(3,141)",Lapin Kulta IV A,"March 14, 2015",3.0,6,3,6,3,12
98,"Jorn69(5,129)",Lapin Kulta IV A,"March 4, 2015",1.9,4,2,4,2,7
99,"MarkoNm(4,662)",Lapin Kulta IV A,"February 26, 2015",2.7,5,3,6,3,10
100,"Vighals(7,144)",Lapin Kulta IV A,"February 22, 2015",1.6,3,3,3,2,5
101,"tarmok(1,493)",Lapin Kulta IV A,"February 22, 2015",2.6,5,3,5,3,10
102,"Milter(1,927)",Lapin Kulta IV A,"November 7, 2015",2.5,4,3,5,3,10
103,Dzhigga(349),Lapin Kulta IV A,"January 25, 2015",2.8,5,4,5,2,12
104,"olsvammel(7,995)",Lapin Kulta IV A,"January 18, 2015",1.7,3,2,3,3,6
105,"TychoJames(2,981)",Lapin Kulta IV A,"December 31, 2014",1.4,3,2,3,2,4
107,"bergstaden(5,728)",Lapin Kulta IV A,"October 1, 2014",2.0,4,3,4,3,6
108,"Senka(1,138)",Lapin Kulta IV A,"September 28, 2014",2.5,5,3,5,2,10
109,"Marduk(14,159)",Lapin Kulta IV A,"July 29, 2014",1.5,3,2,3,2,5
110,"ramboraffe(3,462)",Lapin Kulta IV A,"July 25, 2014",2.0,3,4,3,4,6
111,Braastad(464),Lapin Kulta IV A,"July 8, 2014",2.2,4,3,5,2,8
112,Aaron68(608),Lapin Kulta IV A,"July 7, 2014",2.3,4,4,4,3,8
113,"sharkydodson(4,112)",Lapin Kulta IV A,"June 13, 2014",2.9,6,3,6,3,11
115,alex_alkis(419),Lapin Kulta IV A,"September 8, 2014",2.4,5,2,5,3,9
116,bjakk(928),Lapin Kulta IV A,"May 24, 2014",2.8,5,4,5,4,10
117,"andrepintado(4,000)",Lapin Kulta IV A,"May 2, 2014",2.0,4,2,4,2,8
118,"Beerhammaren(1,851)",Lapin Kulta IV A,"April 24, 2014",2.4,4,3,5,3,9
120,Armadill0(362),Lapin Kulta IV A,"March 21, 2014",1.9,3,1,4,2,9
121,"djoeye(10,369)",Lapin Kulta IV A,"March 4, 2014",2.2,4,3,4,3,8
123,Zarkam(539),Lapin Kulta IV A,"February 18, 2014",2.0,5,2,3,3,7
124,"vickey9(1,000)",Lapin Kulta IV A,"January 27, 2014",2.2,5,3,5,2,7
125,"Kavu(8,246)",Lapin Kulta IV A,"January 18, 2014",2.4,4,3,5,3,9
126,"Iznogud(9,003)",Lapin Kulta IV A,"January 18, 2014",2.7,5,2,6,3,11
127,"Beerhunter111(32,693)",Lapin Kulta IV A,"January 16, 2014",2.0,4,2,4,2,8
129,"Nevalainen(1,233)",Lapin Kulta IV A,"November 14, 2013",3.0,6,4,6,3,11
130,SamTheBarrel(950),Lapin Kulta IV A,"July 10, 2014",2.3,5,4,5,3,6
131,"Christos(6,100)",Lapin Kulta IV A,"October 13, 2013",2.8,6,3,5,3,11
132,petexner(936),Lapin Kulta IV A,"October 12, 2013",2.6,5,3,5,3,10
133,"Geiserich(5,408)",Lapin Kulta IV A,"October 1, 2013",2.0,4,2,4,2,8
134,"hackobock(4,073)",Lapin Kulta IV A,"August 20, 2013",2.2,4,3,4,3,8
135,"Andy_(1,156)",Lapin Kulta IV A,"June 29, 2013",2.2,5,3,4,2,8
136,"hawthorne00(5,947)",Lapin Kulta IV A,"June 23, 2013",2.3,4,3,5,2,9
137,agent_persik(932),Lapin Kulta IV A,"June 21, 2013",1.8,3,2,5,2,6
138,"3fourths(9,493)",Lapin Kulta IV A,"June 15, 2013",1.9,4,2,3,2,8
139,BitchPls(843),Lapin Kulta IV A,"June 13, 2013",1.7,4,2,3,2,6
140,"Vells(2,359)",Lapin Kulta IV A,"May 29, 2013",2.5,5,3,5,2,10
142,"finol(3,983)",Lapin Kulta IV A,"April 19, 2013",2.8,5,3,5,3,12
143,"ration(2,498)",Lapin Kulta IV A,"March 16, 2013",2.3,3,4,5,2,9
144,"Nordcore(2,699)",Lapin Kulta IV A,"March 12, 2013",2.3,5,3,4,2,9
146,"Joakgust(1,698)",Lapin Kulta IV A,"March 10, 2013",2.1,5,3,4,2,7
147,zenkis(954),Lapin Kulta IV A,"February 17, 2013",1.9,2,3,3,3,8
148,dnoaksson(826),Lapin Kulta IV A,"February 15, 2013",1.3,3,3,2,1,4
149,"ruigo(3,079)",Lapin Kulta IV A,"February 13, 2013",2.4,5,3,6,3,7
150,"cagou007(1,298)",Lapin Kulta IV A,"February 11, 2013",2.5,5,3,5,3,9
151,"laiti(9,920)",Lapin Kulta IV A,"February 11, 2013",1.7,3,2,3,2,7
152,"Cunningham(11,394)",Lapin Kulta IV A,"February 4, 2013",2.6,5,3,5,3,10
153,"Leini(2,075)",Lapin Kulta IV A,"February 3, 2013",2.1,4,3,4,3,7
154,"Bamsen78(7,139)",Lapin Kulta IV A,"January 29, 2013",2.7,5,4,5,3,10
155,"rand(2,670)",Lapin Kulta IV A,"January 27, 2013",2.3,4,3,5,2,9
156,"olliejobbins(1,576)",Lapin Kulta IV A,"January 14, 2013",1.6,3,2,3,1,7
157,"dutchbeerpages(2,438)",Lapin Kulta IV A,"January 6, 2013",2.3,4,2,6,3,8
158,"Singularity(7,419)",Lapin Kulta IV A,"January 4, 2013",1.6,4,3,3,2,4
159,"jookos(8,353)",Lapin Kulta IV A,"January 1, 2013",2.4,5,4,4,4,7
160,"wyzzywyz22(2,108)",Lapin Kulta IV A,"December 3, 2012",1.9,3,3,4,2,7
161,"VastActiv(11,781)",Lapin Kulta IV A,"November 23, 2012",1.7,3,2,4,2,6
162,"Cool_Bond(4,504)",Lapin Kulta IV A,"November 4, 2012",1.4,4,2,2,2,4
163,"stevoj(10,789)",Lapin Kulta IV A,"October 3, 2012",2.8,5,4,6,3,10
164,"Kevnic2008(13,550)",Lapin Kulta IV A,"September 30, 2012",2.1,4,2,4,2,9
165,"tiong(12,338)",Lapin Kulta IV A,"September 26, 2012",1.8,5,2,4,2,5
166,"MichaelAwesome(7,159)",Lapin Kulta IV A,"September 25, 2012",3.0,4,3,7,3,13
167,"McTapps(7,976)",Lapin Kulta IV A,"September 25, 2012",2.2,3,2,6,3,8
168,"olio(13,614)",Lapin Kulta IV A,"September 25, 2012",1.8,3,3,4,3,5
170,"blipp(12,459)",Lapin Kulta IV A,"September 10, 2012",2.2,4,3,4,2,9
171,"kiwianer(4,070)",Lapin Kulta IV A,"September 6, 2013",1.7,4,3,3,2,5
172,"jfb(8,142)",Lapin Kulta IV A,"August 23, 2012",1.9,4,3,3,2,7
173,"DJoer(1,291)",Lapin Kulta IV A,"August 22, 2012",2.5,4,2,5,2,12
175,"brnandersen(6,168)",Lapin Kulta IV A,"August 15, 2012",2.1,4,3,4,2,8
176,"NordicV(3,831)",Lapin Kulta IV A,"July 31, 2012",2.3,4,2,5,3,9
178,"ganache(6,622)",Lapin Kulta IV A,"June 27, 2012",1.5,3,2,4,1,5
179,"Idiosynkrasie(12,532)",Lapin Kulta IV A,"June 23, 2012",2.1,3,3,5,2,8
180,"visionthing(7,038)",Lapin Kulta IV A,"June 23, 2012",1.6,4,3,2,2,5
181,"nazzty(1,531)",Lapin Kulta IV A,"May 30, 2012",2.0,4,2,4,2,8
182,"kerenmk(6,763)",Lapin Kulta IV A,"May 12, 2012",3.0,6,4,7,3,10
183,"Lowenbrau(5,490)",Lapin Kulta IV A,"May 3, 2012",2.2,4,2,5,2,9
184,"Brandman(2,974)",Lapin Kulta IV A,"April 26, 2012",2.0,5,2,3,3,7
185,"Tide(7,910)",Lapin Kulta IV A,"April 18, 2012",1.9,4,2,4,2,7
188,"Bart(2,934)",Lapin Kulta IV A,"March 26, 2012",2.6,6,3,5,3,9
189,"Grima(2,510)",Lapin Kulta IV A,"February 16, 2012",2.9,6,3,6,3,11
190,"Grzesiek79(5,900)",Lapin Kulta IV A,"November 7, 2012",2.1,2,3,4,2,10
191,"ALLOVATE(3,534)",Lapin Kulta IV A,"February 6, 2012",2.1,5,2,4,2,8
192,"POLK(2,214)",Lapin Kulta IV A,"January 25, 2012",2.5,5,2,5,2,11
193,"suurjuust(4,492)",Lapin Kulta IV A,"January 14, 2012",2.6,5,3,5,3,10
194,"MaartenRF10(1,956)",Lapin Kulta IV A,"December 5, 2011",2.1,2,3,5,2,9
195,"Dazz3(1,797)",Lapin Kulta IV A,"November 5, 2011",1.9,2,2,5,2,8
196,"thirstyrabbit(2,002)",Lapin Kulta IV A,"October 27, 2011",2.0,4,2,4,2,8
197,"DutchDrebus(6,999)",Lapin Kulta IV A,"October 12, 2011",3.3,6,3,7,3,14
199,"drpimento(5,467)",Lapin Kulta IV A,"October 6, 2011",3.7,7,4,7,4,15
200,"txspartan(1,230)",Lapin Kulta IV A,"September 12, 2011",1.3,3,2,3,2,3
201,borisz(416),Lapin Kulta IV A,"September 11, 2011",2.4,6,2,5,3,8
202,"tderoeck(14,778)",Lapin Kulta IV A,"September 8, 2011",1.3,2,3,2,2,4
